cod_art;ref_prove;des_art;cod_cat;descrip;Cats;Fabricante;precio_v;p.Activo;ruta_img;SHOW_PRICE;codigo
6475;7513961;SPRY BTL. 0,5L SPRINT 200 E1b 1PC;220;BOTELLAS DIVERMITE;0,109,220;DIVERSEY ESPAÑA, S.L.;6,65;1;;0;220
6480;7513979;SPRY BTL. 0,5L. JONTEC 300 F4a 5Pc;286;ACCESORIOS PARA DOSIFICACION;0,115,286;DIVERSEY ESPAÑA, S.L.;33,25;1;C:\SALIDA\img\006480.JPG;0;286
6485;7513972;SPRY BTL. 0.5L JONTEC 300 F4a.1PC;220;BOTELLAS DIVERMITE;0,109,220;DIVERSEY ESPAÑA, S.L.;6,65;1;;0;220
6490;7513960;BOTELLA PULVERIZADORA 0,5L JD SANI CID 5PC;280;BOTELLAS Y PULVERIZADORES;0,115,280;DIVERSEY ESPAÑA, S.L.;33,25;1;;0;280
6495;7513968;BOT. PULVE. 0,5L JD JONTEC TENSOL 5PC;;;;DIVERSEY ESPAÑA, S.L.;33,25;1;;0;
6496;7515408;BOTELLA PULV.0,5L JD SANI DES 5PC 7;280;BOTELLAS Y PULVERIZADORES;0,115,280;DIVERSEY ESPAÑA, S.L.;33,25;1;;0;280
6600;106990;RAID E.P.M.CUCAS (CAJA 12U X  300 ML);169;INSECTICIDAS;0,105,169;DIVERSEY ESPAÑA, S.L.;110,12;1;;0;169
6605;606855;RAID MAX CUCAS Y HORMIGAS (12X300 ML);169;INSECTICIDAS;0,105,169;DIVERSEY ESPAÑA, S.L.;91,53;1;;0;169
6705;628949;RAID MOSCAS Y MOSQUITOS (12Ux600ML );169;INSECTICIDAS;0,105,169;DIVERSEY ESPAÑA, S.L.;91,53;1;;0;169
6905;7518547;DI SPRINT EMEREL BACTERICIDA (20L);;;;DIVERSEY ESPAÑA, S.L.;108,06;1;;0;
6915;7518548;DI EMEREL BACTERICIDA (2Ux5L);;;;DIVERSEY ESPAÑA, S.L.;56,33;1;;0;
6925;100887129;GERMATOL DESINFECTANTE (2x5L);;;;DIVERSEY ESPAÑA, S.L.;33,47;1;;0;
6935;7517375;DI SPRINT ANTIBAC (2UX5L) E;;;;DIVERSEY ESPAÑA, S.L.;44,63;1;;0;
7005;;SOFT CARE FRESKOGEL (2Ux5L);233;JABONES A GRANEL;0,111,233;DIVERSEY ESPAÑA, S.L.;49,2;1;C:\SALIDA\img\007005.JPG;0;233
7055;6961200;SOFT CARE DOVE CREAM WASH H2 (6Ux800ML);239;GAMA SOFT CARE SENSATIONS;0,111,239;DIVERSEY ESPAÑA, S.L.;68,26;1;;0;239
7058;7508210;SOFT CARE WASH H2 (10U. X 0,50L.);234;JABONES PELICANO;0,111,234;DIVERSEY ESPAÑA, S.L.;76,94;1;;0;234
7060;7519332;SOFT CARE LUX 2 EN 1 H68 (6Ux800ML);239;GAMA SOFT CARE SENSATIONS;0,111,239;DIVERSEY ESPAÑA, S.L.;59,13;1;;0;239
7065;7519457;SOFT CARE LUX 2 EN 1 H68 28X300ML W2;237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;177,86;1;;0;237
7067;7511431;SOFT CARE DOVE CHAMPU H6 (28RECX300ML);238;LINEA SOFT CARE SELECT;0,111,238;DIVERSEY ESPAÑA, S.L.;220,24;1;;0;238
7068;7519456;SOFT CARE LUX HAND SOAP H28 (28U.X0,3L.);237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;172,06;1;;0;237
7069;7518826;SOFT CARE GENTLE HAND SOAP H2 (28X300ML);237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;155,07;1;;0;237
7070;6966900;SOFT CARE DOVE CREAM WASH H2 28X300ML;237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;198,45;1;C:\SALIDA\img\007070.gif;0;237
7071;7517013;SOFT CARE BODY WASH GLOVES 30X5P;241;TOALLAS Y ESPONJAS IMPREGNADAS;0,111,241;DIVERSEY ESPAÑA, S.L.;51,94;1;;0;241
7072;6966800;SOFT CARE DOVE GEL DUCHA H61 (28RECX300ML);;;;DIVERSEY ESPAÑA, S.L.;208,3;1;;0;
7077;6971780;SOFT CARE KIT ADHESIVO (1U);237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;2,93;1;;0;237
7080;6967000;SOFT CARE SOPORTE BLANCO (10U);237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;43,41;1;;0;237
7081;6967000;WALL BRACKET SOFT CARE SELECT WHITE (10PC);238;LINEA SOFT CARE SELECT;0,111,238;DIVERSEY ESPAÑA, S.L.;47;1;;0;238
7082;6967000;SOFT CARE SOPORTE BLANCO (1U);237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;4,341;1;;0;237
7085;6960300;SOFT CARE FRESH H1 6X800ML;237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;46,6;1;;0;237
7090;7515115;SOFT CARE BAC H4 6X800ML;237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;71,5;1;;0;237
7091;7513586;DOVE REVITALISING SHAMPOO (100UX25ML.);238;LINEA SOFT CARE SELECT;0,111,238;DIVERSEY ESPAÑA, S.L.;57,23;1;C:\SALIDA\img\007091.jpg;0;238
7095;7519345;SOFT CARE MED H5 6X800ML;237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;85;1;;0;237
7097;100860440;SOFT CARE DES E Spray H5 (2x5L);237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;65,03;1;;0;237
7100;7513851;SOFT CARE BULK SOAP DISPENSER 1PC;160;DISPENSADOR JABÓN;0,104,160;DIVERSEY ESPAÑA, S.L.;35,47;1;C:\SALIDA\img\007100.JPG;0;160
7110;100854982;SOFT CARE SENSISEPT H34 6X800ML;237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;124,63;1;;0;237
7117;7514295;SOAP DISPENSER SOFT CARE LINE 1PC;237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;27,33;1;;0;237
7125;7519459;SOFT CARE SENSATIONS LUX 2IN1 24X250ML;238;LINEA SOFT CARE SELECT;0,111,238;DIVERSEY ESPAÑA, S.L.;114,87;1;;0;238
7130;7519458;SOFT CARE LUX HAND SOAP h28 24X0,25l W1;238;LINEA SOFT CARE SELECT;0,111,238;DIVERSEY ESPAÑA, S.L.;133,45;1;;0;238
7135;7518642;SOFT CARE SENSATIONS DOVE 2IN1 24X250ML;238;LINEA SOFT CARE SELECT;0,111,238;DIVERSEY ESPAÑA, S.L.;150,96;1;;0;238
7215;;SOFT CARE CREMA H8 (20L);240;JABONES INDUSTRIALES;0,111,240;DIVERSEY ESPAÑA, S.L.;70,87;1;;0;240
7225;7513494;SOFT CARE TOILETSEATCLEANER 12X300ML;;;;DIVERSEY ESPAÑA, S.L.;133,36;1;;0;
7235;7514368;SOFT CARE FOAM H2 (6Ux700ML);235;JABONES EN ESPUMA;0,111,235;DIVERSEY ESPAÑA, S.L.;59,49;1;;0;235
7240;7514369;SOFT CARE FOAM ANTI-BAC H4 (6Ux700ML);235;JABONES EN ESPUMA;0,111,235;DIVERSEY ESPAÑA, S.L.;71,98;1;;0;235
7365;6125710;SOFT CARE TEX H42 2X3.88KG We;241;TOALLAS Y ESPONJAS IMPREGNADAS;0,111,241;DIVERSEY ESPAÑA, S.L.;219,33;1;;0;241
7525;7512993;DI TP 16 (2U.X5L.);208;MULTIUSOS;0,109,208;DIVERSEY ESPAÑA, S.L.;13,82;1;;0;208
7535;7515299;DI JD TP 16 (10U.X1,5L.);208;MULTIUSOS;0,109,208;DIVERSEY ESPAÑA, S.L.;26,76;1;;0;208
7550;7515309;DI GRAFFITI (6U.X1L.);344;OTROS QUIMICOS;0,129,344;DIVERSEY ESPAÑA, S.L.;202,45;1;;0;344
7602;6973000;SOFT CARE STAR H1 (2U.X5L.);233;JABONES A GRANEL;0,111,233;DIVERSEY ESPAÑA, S.L.;33,3;1;C:\SALIDA\img\007602.jpg;0;233
7610;6973020;SOFT CARE SILK H200 (2X5L);233;JABONES A GRANEL;0,111,233;DIVERSEY ESPAÑA, S.L.;36,32;1;;0;233
7620;7515116;SOFT CARE PLUS H400 (2X5L) HC;233;JABONES A GRANEL;0,111,233;DIVERSEY ESPAÑA, S.L.;61,44;1;;0;233
7630;6973080;SOFT CARE ALCOPLUS H500 (2X5L);233;JABONES A GRANEL;0,111,233;DIVERSEY ESPAÑA, S.L.;66,4;1;;0;233
7635;7511719;SOFT CARE SPORT H6 (2X5L);233;JABONES A GRANEL;0,111,233;DIVERSEY ESPAÑA, S.L.;52,26;1;;0;233
7640;7517387;SOFT CARE MED H5 6X0.5L We;234;JABONES PELICANO;0,111,234;DIVERSEY ESPAÑA, S.L.;61,64;1;;0;234
7645;7514297;FOAM DISPENSER SOFT CARE 1PC;160;DISPENSADOR JABÓN;0,104,160;DIVERSEY ESPAÑA, S.L.;2,83;1;;0;160
7646;7516572;FOAM TRIGGER CANYON WHITE 5L 1P(PULV.ESPUM;280;BOTELLAS Y PULVERIZADORES;0,115,280;DIVERSEY ESPAÑA, S.L.;13,56;1;;0;280
7655;7514461;FOAM BUG BLASTERS DISPENSER 1PC;160;DISPENSADOR JABÓN;0,104,160;DIVERSEY ESPAÑA, S.L.;27,9;1;;0;160
7705;7508292;SUMA TEMPO L1,7 (20L);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;110;1;C:\SALIDA\img\007705.JPG;0;175
7710;7010074;SUMA ULTRA L2 (20L.);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;78,95;1;C:\SALIDA\img\007710.JPG;0;175
7713;7510152;SUMA ULTRA L2 (10L.) Sp;175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;50,26;1;;0;175
7715;7508307;SUMA NOVA L6 (2X5L);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;70,59;1;C:\SALIDA\img\007715.jpg;0;175
7718;7510153;SUMA NOVA L6 (10L.) Sp We65;175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;77,96;1;C:\SALIDA\img\007718.jpg;0;175
7720;7515154;SUMA ULTRA L2  (2U.X5L.);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;39,82;1;C:\SALIDA\img\007720.png;0;175
7721;7516282;SUMA ULTRA PUR-ECO l2D 2x5L;178;GAMA PUR ECO LAVADO;0,106,178;DIVERSEY ESPAÑA, S.L.;48,52;1;;0;178
7722;7516283;SUMA ULTRA PUR-ECO L2d 20L;178;GAMA PUR ECO LAVADO;0,106,178;DIVERSEY ESPAÑA, S.L.;91,74;1;C:\SALIDA\img\007722.jpg;0;178
7725;7508308;SUMA NOVA L6 (20L);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;143,85;1;C:\SALIDA\img\007725.JPG;0;175
7730;7508334;SUMA UNISON SUPER G1 3X4.5KG;175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;178,02;1;C:\SALIDA\img\007730.JPG;0;175
7735;7010089;SUMA ALU L10 (20L);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;169,71;1;C:\SALIDA\img\007735.JPG;0;175
7740;7508337;SUMA UNISON MAXI G3 3X4.5KG;175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;150,05;1;C:\SALIDA\img\007740.JPG;0;175
7750;7010124;SUMA CLASSIC M7 (10KG);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;56,81;1;C:\SALIDA\img\007750.jpg;0;175
7755;7517814;SUMA TOP M40 (4KG);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;85,64;1;C:\SALIDA\img\007755.JPG;0;175
7760;7515411;SUMA DIFY MA1 (4x0,075 KG.);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;72,46;1;C:\SALIDA\img\007760.JPG;0;175
7765;7514105;SUMA DIFY ASMA1 (4X0.075KG.);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;82,72;1;C:\SALIDA\img\007765.jpg;0;175
7770;7510154;SUMA ALU L10 10L SP;190;SISTEMA SAFEPACK;0,106,190;DIVERSEY ESPAÑA, S.L.;94,19;1;C:\SALIDA\img\007770.png;0;190
7775;7516706;DI MULTICLEAN VK7 20L;;;;DIVERSEY ESPAÑA, S.L.;72,85;1;;0;
7780;7521465;SUMA COMBI LA6 (2 X 5L);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;63,44;1;;0;175
7785;7521462;SUMA COMBI LA6 (20L);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;100,15;1;;0;175
7790;100844159;SUMA COMBI LA2 (2X5L);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;57,72;1;;0;175
7805;7010080;SUMA  SPECIAL L4 (20L);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;93,8;1;C:\SALIDA\img\007805.JPG;0;175
7806;7516280;SUMA SPECIAL PUR-ECO L4 2x5L;178;GAMA PUR ECO LAVADO;0,106,178;DIVERSEY ESPAÑA, S.L.;66,95;1;;0;178
7807;7516281;SUMA SPECIAL PUR-ECO L4 20L;178;GAMA PUR ECO LAVADO;0,106,178;DIVERSEY ESPAÑA, S.L.;106;1;C:\SALIDA\img\007807.jpg;0;178
7810;7010006;SUMA STAR D1 20L;182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;63,55;1;C:\SALIDA\img\007810.JPG;0;182
7812;7508226;SUMA STAR D1 (2Ux5L);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;34,59;1;C:\SALIDA\img\007812.JPG;0;182
7815;7010160;SUMA RINSE A5 2X5L;176;ABRILLANTADORES;0,106,176;DIVERSEY ESPAÑA, S.L.;69,39;1;C:\SALIDA\img\007815.jpg;0;176
7820;7512094;SUMA STAR-PLUS D1 PLUS 4X1,5L;189;SISTEMA DIVERMITE-COCINAS;0,106,189;DIVERSEY ESPAÑA, S.L.;95,45;1;C:\SALIDA\img\007820.jpg;0;189
7825;7516438;SUMA CHLOR D4.4 2X5L;186;DESINFECTANTES COCINA;0,106,186;DIVERSEY ESPAÑA, S.L.;22,99;1;C:\SALIDA\img\007825.JPG;0;186
7830;7516314;SUMA SCALE D5.2 2X5L;181;DESINCRUSTANTES;0,106,181;DIVERSEY ESPAÑA, S.L.;46,31;1;C:\SALIDA\img\007830.JPG;0;181
7835;7508300;SUMA SPECIAL L4 2X5L;175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;59,42;1;C:\SALIDA\img\007835.JPG;0;175
7840;7514153;SUMA SOL D4.8 (10KG.) E;186;DESINFECTANTES COCINA;0,106,186;DIVERSEY ESPAÑA, S.L.;108,4;1;C:\SALIDA\img\007840.JPG;0;186
7855;100862178;SUMA BREAK UP D3,5 2 X 5L W1605;;;;DIVERSEY ESPAÑA, S.L.;54,018;1;;0;
7945;7513947;SUMA GLASS PROTECT L44 (2U.X5L.);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;55,19;1;;0;175
8505;7010131;SUMA RINSE A5 (20L.);176;ABRILLANTADORES;0,106,176;DIVERSEY ESPAÑA, S.L.;130,53;1;C:\SALIDA\img\008505.JPG;0;176
8510;7508347;SUMA UNISON BRITE A1 3X4L;176;ABRILLANTADORES;0,106,176;DIVERSEY ESPAÑA, S.L.;172,2;1;C:\SALIDA\img\008510.JPG;0;176
8520;7010142;SUMA CRYSTAL A8 (20L);176;ABRILLANTADORES;0,106,176;DIVERSEY ESPAÑA, S.L.;161,57;1;C:\SALIDA\img\008520.jpg;0;176
8523;7510155;SUMA SELECT A7 (10L.) Sp;176;ABRILLANTADORES;0,106,176;DIVERSEY ESPAÑA, S.L.;118,06;1;C:\SALIDA\img\008523.jpg;0;176
8525;7010162;SUMA CRYSTAL A8 (2U. X 5L.);176;ABRILLANTADORES;0,106,176;DIVERSEY ESPAÑA, S.L.;85,49;1;C:\SALIDA\img\008525.JPG;0;176
8530;7508355;SUMA DIP K1 (20L);184;REMOJO Y RECUPERACION;0,106,184;DIVERSEY ESPAÑA, S.L.;199,12;1;C:\SALIDA\img\008530.JPG;0;184
8535;100835440;SUMA DIP K1 (2U. X 5L.);184;REMOJO Y RECUPERACION;0,106,184;DIVERSEY ESPAÑA, S.L.;105,49;1;C:\SALIDA\img\008535.JPG;0;184
8560;7511701;SUMA RINSE A5 (10L.) SP;190;SISTEMA SAFEPACK;0,106,190;DIVERSEY ESPAÑA, S.L.;88,33;1;;0;190
8565;7509854;SHURECLEAN PLUS VK9 2x5L;;;;DIVERSEY ESPAÑA, S.L.;0;1;;0;
8805;7518617;SUMA BAC-CONC D10 CONC (4 X 1,5KG);;;;DIVERSEY ESPAÑA, S.L.;203,87;1;C:\SALIDA\img\008805.png;0;
8810;7517127;SUMA STAT PLUS D1 BAC (4X1,5L);189;SISTEMA DIVERMITE-COCINAS;0,106,189;DIVERSEY ESPAÑA, S.L.;118,54;1;C:\SALIDA\img\008810.JPG;0;189
8820;7512093;SUMA MULTI-CONC D2 CONC (4X1,5L);189;SISTEMA DIVERMITE-COCINAS;0,106,189;DIVERSEY ESPAÑA, S.L.;196,56;1;C:\SALIDA\img\008820.jpg;0;189
8835;7511486;SUMA STAR CONC D1 (10L.) CONC Sp We;182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;159,77;1;C:\SALIDA\img\008835.jpg;0;182
8840;7510214;SUMA MULTI-CONC D2 CONC (20L);;;;DIVERSEY ESPAÑA, S.L.;333,77;1;C:\SALIDA\img\008840.JPG;0;
8845;7511487;SUMA MULTI CONC D2 CONC 10L. SP We;208;MULTIUSOS;0,109,208;DIVERSEY ESPAÑA, S.L.;162,51;1;C:\SALIDA\img\008845.jpg;0;208
8860;7510216;SUMA GRILL-CONC D9 CONC (20L);185;LIMPIEZA HORNOS;0,106,185;DIVERSEY ESPAÑA, S.L.;449,78;1;C:\SALIDA\img\008860.JPG;0;185
8865;7511489;SUMA GRILL CONC D9 (10L.)CONC  Sp S&Mwe;183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;209,61;1;C:\SALIDA\img\008865.jpg;0;183
8906;7515279;SUMA LIGHT D1.2 (10Ux1.5L);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;29,3;1;;0;182
9005;7508229;SUMA LIGHT D1.2 (2U.X5L.);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;18,13;1;C:\SALIDA\img\EU720009005.jpg;0;182
9015;7510272;JD ARTECLEAN VK40 (20L);187;OTROS QUIMICOS COCINAS;0,106,187;DIVERSEY ESPAÑA, S.L.;0;1;;0;187
9301;;OPTIMUM ULTRA (2x5L) EXTRA HIGIENE;182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;37,09;1;;0;182
9307;7515277;OPTIMUM ULTRA EXTRAHIGIENE (10U.X1,5L.);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;59,02;1;;0;182
9320;7010011;SUMA LIGHT D1.2 (20L);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;34,27;1;C:\SALIDA\img\009320.JPG;0;182
9323;7502020;TAP 20 L CAN 1PC;286;ACCESORIOS PARA DOSIFICACION;0,115,286;DIVERSEY ESPAÑA, S.L.;5,67;1;;0;286
9327;7520033;TASKI SANI 100 PUR-ECO 2X5L;;;;DIVERSEY ESPAÑA, S.L.;45,78;1;;0;
9330;;SUMA SUMADISH P D180 (1SACX10KG);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;24,21;1;;0;182
9333;7520037;TASKI SANI 100 PUR-ECO SD 1,4L;;;;DIVERSEY ESPAÑA, S.L.;46,87;1;;0;
9335;7518862;TASKI SANI 4 IN 1 SD 1,4;;;;DIVERSEY ESPAÑA, S.L.;52,78;1;;0;
9336;7518857;BOTELLA PULVERIZADORA 0,5L SANI 4 IN 1 5PC;;;;DIVERSEY ESPAÑA, S.L.;33,72;1;;0;
9338;7520046;TASKI SANI CALC PUR-ECO QS 2X2.5L;;;;DIVERSEY ESPAÑA, S.L.;127,49;1;;0;
9339;7520035;TASKI SANI 100 PUR-ECO QS 2X2.5L;;;;DIVERSEY ESPAÑA, S.L.;174,89;1;;0;
9347;7521356;CLAX BUILD LITE 12A1 20L;;;;DIVERSEY ESPAÑA, S.L.;84,56;1;;0;
9500;407110;OPTIMUM GRILL LIMPIA HORNOS (12UX500);185;LIMPIEZA HORNOS;0,106,185;DIVERSEY ESPAÑA, S.L.;57,42;1;C:\SALIDA\img\009500.JPG;0;185
9505;7010157;SUMA GRILL D9 (2 X 5L.);183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;64,5;1;C:\SALIDA\img\009505.JPG;0;183
9610;7508233;SUMA MULTI D2 (2X5L);;;;DIVERSEY ESPAÑA, S.L.;49,95;1;C:\SALIDA\img\009610.JPG;0;
9620;7010028;SUMA MULTI D2 (20L);;;;DIVERSEY ESPAÑA, S.L.;81,33;1;C:\SALIDA\img\009620.JPG;0;
9629;7511492;SUMA FORCE D3,5 (10L.) Sp We;183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;70,99;1;C:\SALIDA\img\009629.jpg;0;183
9630;7515225;SUMA DIFON D37 (1ENVX10KG);183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;39,52;1;;0;183
9635;7514151;SUMA TAB D4 TAB 4X300PC;186;DESINFECTANTES COCINA;0,106,186;DIVERSEY ESPAÑA, S.L.;139;1;C:\SALIDA\img\009635.JPG;0;186
9640;7508260;SUMA CALC D5 (20L);181;DESINCRUSTANTES;0,106,181;DIVERSEY ESPAÑA, S.L.;136,8;1;C:\SALIDA\img\009640.JPG;0;181
9643;;SUMA CALC D5 (2Ux5L);181;DESINCRUSTANTES;0,106,181;DIVERSEY ESPAÑA, S.L.;73;1;C:\SALIDA\img\009643.JPG;0;181
9660;7513553;SUMA INOX D7 (6X0,75L);211;LIMPIAMETALES;0,109,211;DIVERSEY ESPAÑA, S.L.;48,51;1;C:\SALIDA\img\009660.JPG;0;211
9661;;SUMA INOX CLASSIC D7 6X0.75L;211;LIMPIAMETALES;0,109,211;DIVERSEY ESPAÑA, S.L.;53,36;1;;0;211
9665;7511842;SUMA ICE D2.9 (2U. X5L.);;;;DIVERSEY ESPAÑA, S.L.;146,37;1;C:\SALIDA\img\009665.JPG;0;
9675;;SUMA QUITAGRASAS (2U.X5L.);183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;45,25;1;;0;183
9685;7517692;SUMA CAFFE (2U.X1L.) DB;187;OTROS QUIMICOS COCINAS;0,106,187;DIVERSEY ESPAÑA, S.L.;42,56;1;;0;187
9690;7010064;SUMA GRILL D9 (6X2L);183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;70,84;1;C:\SALIDA\img\009690.JPG;0;183
9705;;OPTIMUM QUITAGRASAS (20L);183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;0;1;;0;183
9710;7517570;SUMA MAX D9,2 (6X2L);183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;81,68;1;C:\SALIDA\img\009710.JPG;0;183
9720;7513552;SUMA BAC D10 MULT DESINF 20L;186;DESINFECTANTES COCINA;0,106,186;DIVERSEY ESPAÑA, S.L.;109,34;1;C:\SALIDA\img\009720.JPG;0;186
9725;7513887;SUMA BAC D10 (10L.) Sp;186;DESINFECTANTES COCINA;0,106,186;DIVERSEY ESPAÑA, S.L.;78,16;1;C:\SALIDA\img\009725.jpg;0;186
9730;100887637;SUMA CHLORSAN D10,4 (2X5L);186;DESINFECTANTES COCINA;0,106,186;DIVERSEY ESPAÑA, S.L.;28,32;1;C:\SALIDA\img\009730.JPG;0;186
9731;1008631120;SUMA CHLORCLEAN CONC D10.44 2X5L;;;;DIVERSEY ESPAÑA, S.L.;0;1;;0;
9745;7515595;SUMA DEGREASER PUR-ECO D3.9 (6Ux2L);178;GAMA PUR ECO LAVADO;0,106,178;DIVERSEY ESPAÑA, S.L.;82,96;1;C:\SALIDA\img\009745.png;0;178
9755;7515594;SUMA STAR PUR-ECO D1 (2Ux5L);178;GAMA PUR ECO LAVADO;0,106,178;DIVERSEY ESPAÑA, S.L.;39,73;1;C:\SALIDA\img\009755.png;0;178
9765;7513282;TASKI SANI FLOW (6U.X1L.) F.I.E.;205;ESPECIALIDADES BAÑOS;0,108,205;DIVERSEY ESPAÑA, S.L.;45,92;1;C:\SALIDA\img\009765.JPG;0;205
9770;7514621;SUMA REVOFLOW  MAX P1 3X4,5Kg S&Ne15;179;GAMA SUMA REVOFLOW;0,106,179;DIVERSEY ESPAÑA, S.L.;214,34;1;;0;179
9771;7515512;SUMA REVOFLOW CLEAN P5 3x4,5Kg W1907;179;GAMA SUMA REVOFLOW;0,106,179;DIVERSEY ESPAÑA, S.L.;240,45;1;;0;179
9775;7517319;SUMA MULTI PURPOSE D2.3 (2X1,4);187;OTROS QUIMICOS COCINAS;0,106,187;DIVERSEY ESPAÑA, S.L.;59,12;1;;0;187
9780;7517556;SUMA BAC D10 (2X1,4);186;DESINFECTANTES COCINA;0,106,186;DIVERSEY ESPAÑA, S.L.;59,5;1;;0;186
9785;7517494;SPRY BTL 0,75 L SMARTDOSE (6PC);280;BOTELLAS Y PULVERIZADORES;0,115,280;DIVERSEY ESPAÑA, S.L.;15,89;1;;0;280
9790;7514130;SUM DRAIN GTS PLUS 10 L We;170;OTROS QUIMICOS;0,105,170;DIVERSEY ESPAÑA, S.L.;140,13;1;;0;170
9795;7513139;TASKI JONTEC TENSOL (2UX5L) W668;;;;DIVERSEY ESPAÑA, S.L.;41,84;1;C:\SALIDA\img\009795.png;0;
9825;100837936;SUMA ACISAN D5.6 W1779 (2Ux5L);183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;58,24;1;C:\SALIDA\img\009825.JPG;0;183
9835;7522726;SUMA CAFE POWDER C2.1 2X0.566 KG W349;;;;DIVERSEY ESPAÑA, S.L.;0;1;;0;
9920;;RESINA MAQ.PURACLEAN (25L);;;;DIVERSEY ESPAÑA, S.L.;0;1;;0;
9925;7514904;DIVOSAN TC86 20L;;;;DIVERSEY ESPAÑA, S.L.;0;1;;0;
9973;7514625;SUMA REVOFLOW CLEAR A11 3x4L We;179;GAMA SUMA REVOFLOW;0,106,179;DIVERSEY ESPAÑA, S.L.;145,53;1;C:\SALIDA\img\009973.JPG;0;179
9974;7514626;SUMA REVOFLOW PERFECT A17 3x4L We;179;GAMA SUMA REVOFLOW;0,106,179;DIVERSEY ESPAÑA, S.L.;167,66;1;C:\SALIDA\img\009974.jpg;0;179
9975;7515794;SUMA REVOFLOW POWER T55 3x4,5 S&Ne;179;GAMA SUMA REVOFLOW;0,106,179;DIVERSEY ESPAÑA, S.L.;156,21;1;;0;179
9980;7514072;SUMA CARBON REMOVER K21 10L;;;;DIVERSEY ESPAÑA, S.L.;43,12;1;;0;
