cod_art;cod_artp;des_art;cod_cat;cat;familia;des_fam;nombre;precio_v;cod_pro;ACTIVO;ruta_img
20740;7509906;MIMOSIN PROF CONC. (CONC.ORIGINAL) 2x5;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;39,04;400000001;1;
20748;7510506;MIMOSIN PROF CARICIAS (PURE) 2X5L;;;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;22,13;400000001;1;C:\SALIDA\img\020748.JPG
20755;7518801;SKIP LIQUIDO 10L.;;;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;56,67;400000001;1;C:\SALIDA\img\020755.JPG
20758;7501090;PORTA ESTROPAJOS TASKI;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;56,95;400000001;1;
20772;100847002;DOMESTOS ORIGINAL 2UX5L;221;MARCAS PROFESIONALES LIMPIEZA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;18,28;400000001;1;
20773;7518238;SKIP PROF. BIOLOGICAL 11,26KG 126CAC;;;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;62,37;400000001;1;
20775;7517200;JD SKIP PROF. BIO 14.25KG;;;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;90,81;400000001;1;C:\SALIDA\img\020775.JPG
20777;7517531;CIF PROF.AMONIACAL ENVASE 10L;221;MARCAS PROFESIONALES LIMPIEZA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;15,81;400000001;1;
20778;7517287;TASKI Laundry Bag Small 1pc We;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;21,1;400000001;1;
20780;100859492;DOMESTOS PROF SUELOS 10L;202;MARCAS PROFESIONALES SUELOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;12,52;400000001;1;
20781;100858574;CIF PROF. STAINLESS STEEL & GLASS (6X0.75L;221;MARCAS PROFESIONALES LIMPIEZA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;19,66;400000001;1;
20783;7514250;CIF PROF. CREAM WITH BLEACH (6UX2L) E.P R.;221;MARCAS PROFESIONALES LIMPIEZA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
20786;7517831;CIF PROF. WASHROOM 2 IN 1 (2UX5L);207;MARCAS PROFESIONALES BAÑOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;21,14;400000001;1;
20787;7517906;CIF PROF. WINDOW & MULTI SURFACE(6UX0.75)R;221;MARCAS PROFESIONALES LIMPIEZA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;19,86;400000001;1;
20789;7517867;CIF PROF. WASHROOM DESC. (6UX0.75L) E.P;207;MARCAS PROFESIONALES BAÑOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;14,72;400000001;1;
20790;100861234;SKIP LIQUIDO 7,5L.;;;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;50,28;400000001;1;
20791;7517867;CIF PROF. WASHROOM DESC. (0.75L) E.P;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;2,45;400000001;1;
20792;1204166;CONECTOR SAFEPACK COMPLETO AZUL (DET);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
20793;1204167;CONECTOR SAFEPACK COMPLETO GRIS- ABRILLANT;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
20795;7516749;SKIP ADVANCE 14,25 KG 150 CAC;222;DETERGENTES EN POLVO;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;90,81;400000001;1;
20804;7508034;CIF PROF CREMA 6X2L;221;MARCAS PROFESIONALES LIMPIEZA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;59,56;400000001;1;
20806;7514250;CIF PROF. CREMA CON LEJIA (6U.X2L.);206;OTROS QUIMICOS BAÑOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;47,22;400000001;1;
20807;7517914;CIF PROF. OVEN & GRILL  (6UX0,75L);185;LIMPIEZA HORNOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;21;400000001;1;
20809;7514250;CIF PROFESIONAL CREMA CON LEJIA (2L);221;MARCAS PROFESIONALES LIMPIEZA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;7,87;400000001;1;
20810;7517856;CIF PROF 2 EN 1 CLEANER DISINFECTANTE 2Ux5L;193;MARCAS PROFESIONALES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;32,4;400000001;1;
20811;7517879;CIF PROF APC LIMON (5L);221;MARCAS PROFESIONALES LIMPIEZA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;6,96;400000001;1;
20813;100856436;CIF PROF POWER CLEANER DEGREASER CONC (2UX5L);193;MARCAS PROFESIONALES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;21,08;400000001;1;
20814;7522671;CIF PROF.WOOD PLISH 6X0.75L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;27,41;400000001;1;
20815;7517879;CIF PROF APC LEMON 2X5L;221;MARCAS PROFESIONALES LIMPIEZA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;13,92;400000001;1;
20826;7508531;SUN PROF. POWDER 10KG;193;MARCAS PROFESIONALES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;39,6;400000001;1;C:\SALIDA\img\020826.jpg
20830;100847113;SUN PROF LIQUIDO 10L;193;MARCAS PROFESIONALES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;20,76;400000001;1;
20834;7508546;SUN PROF ABRILLANTADOR 2X5L;193;MARCAS PROFESIONALES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;23,96;400000001;1;
20838;7515206;SUN PROF TABLETS 200PAST;193;MARCAS PROFESIONALES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;42,36;400000001;1;
20839;7521434;SUN PROF ALL IN 1 EXTRA POWER 175pc;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;40,51;400000001;1;
20843;7515321;SUN PROF VAJILLAS MANUAL (10Ux1.5L);182;LAVADO MANUAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;22,5;400000001;1;
20844;7522864;CIF PROFESIONAL BAÑOS 2 EN 1 6UX750ML;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;17,34;400000001;1;
20845;7522864;CIF PROFESIONAL BAÑOS 2 EN 1 (750ML);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;2,89;400000001;1;
20848;100847115;SUN PROF. LAVAVASOS (6Ux2L);175;LAVADO AUTOMATICO;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;43,18;400000001;1;
20870;7509911;LUX PROF.JABON PASTILLAS 600X15G;238;LINEA SOFT CARE SELECT;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;99,05;400000001;1;
21900;7514694;TASKI ERGODISC MINI;334;ROTATIVAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22000;8003850;TASKI ERGODISC 165;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;1710,18;400000001;1;
22002;8504410;PLATO STANDAR;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;152,81;400000001;1;
22005;8003560;TASKI COMBIMAT 300 E;129;FREGADORAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;2302,2;400000001;1;
22010;7510369;TASKI SWINGO 750 B ECO BMS;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;5019,1;400000001;1;
22015;8504770;CEPILLO NYLON 50CM.;268;CEPILLOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;94,38;400000001;1;
22021;8004960;TASKI TAPISET 38;341;ASPIRADOR PROFESIONAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;571,25;400000001;1;
22023;8503280;MANG. ASP. CPTA. BABYBORA;343;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;17,88;400000001;1;
22024;8500380;TUBO ASPIRACION;343;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;47,35;400000001;1;
22027;8500480;BOQUILLA DE POLVO 37 CMS.;346;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;23,89;400000001;1;
22031;8503460;8503460 BOQ. DOBLE USO 27CM.;346;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;25,18;400000001;1;
22035;;TASKI MATRIX 900-TRS;129;FREGADORAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;810;400000001;1;
22052;7522820;TASKI VENTO 8;128;ASPIRADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;139;400000001;1;
22053;8004270;TASKI VACUMAT 22;333;ASPIRADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;401,85;400000001;1;
22057;8504940;BOLSA PAPEL DOBLE FILTRO (10U);346;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;20,93;400000001;1;
22059;7414410;VENTO 15;341;ASPIRADOR PROFESIONAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;203,9;400000001;1;
22063;7514888;BOLSAS PAPEL  VENTO 15 (10U);343;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;24,64;400000001;1;
22064;8504660;COMPRESOR ESPUMA Nº20472;340;ACCESORIOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;1304,2;400000001;1;
22065;;TASKI ERGODISC 165+PLATO DE ARRASTRE;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22076;7514410;ASPIRADOR VENTO 15;341;ASPIRADOR PROFESIONAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;222;400000001;1;
22099;4127427;ECCENTRIC SHAFT SET;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22106;4127105;KIT PALANCA AJUSTE MEC 18602-61;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22115;8500540;BOQUILLA TAPICERIAS;351;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22116;7515017;CEPILLO DOBLE USO VENTO 15;343;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22117;4126089;FILTRO;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;11,8;400000001;1;
22118;4123027;FILTRO;346;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22120;8004710;TASKI VACUMAT 44T 230V/50Hz;341;ASPIRADOR PROFESIONAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22121;7501710;BOQUILLA TASKI VERTICA 40 CM;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;68,56;400000001;1;
22123;7501620;MANGUERA TASKI VERTICA 3M;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;44,88;400000001;1;
22124;7501670;PROLONGACION 1M TUBO TASKI VERTICA;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;47,4363;400000001;1;
22125;8505500;FILTRO VACUMAT 44T;351;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22126;7502070;RACORD ANGULAR TASKI VERTICA;276;RECOGEDORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;26,3345;400000001;1;
22127;8003810;TASKI ERGODISC 200;334;ROTATIVAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22128;8504750;CEPILLO NYLON 43 CM;346;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22129;8004630;TASKI ERGODISC OMNI;334;ROTATIVAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22130;4095550;TAPA PARA AQUAMAT 20;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22131;7518534;FREGADORA TASKI SWINGO 455E;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22339;8504780;CEPILLO CARBORUNDUM 43 CM PARA TASKI 750B;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22340;;MAQUINA FREGADORA TASKI SWINGO 350E CON CABLE;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22400;;VALVULA MAGNETICA 220-240V  PARA SWINGO 750E;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22530;8504830;CEPILLO CHAMPURIZADOR MOQUETA SECO 43CM.;340;ACCESORIOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;86,35;400000001;1;
22533;4052110;INTERRUPTOR CENTRIFUGO 4523/58;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;29,79;400000001;1;
22534;4105320;GOMA DE SECADO 12200-07 BLADE 993;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;21,67;400000001;1;
22543;4094820;RACORD;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;10,15;400000001;1;
22548;8502050;8502050  JUEGO DE BATERIAS;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;537,03;400000001;1;
22570;4101740;RELE;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;55,87;400000001;1;
22574;4033030;VALVAULA;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;13,71;400000001;1;
22581;4105240;KIT CLIPS (10 CLIPS );339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;22,44;400000001;1;
22602;8504390;DEPOSITO DE AGUA;343;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;191,62;400000001;1;
22607;4122323;BOTON LAMELO (PAQ. 20U.);339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;18,76;400000001;1;
22609;4089080;FILTRO BABY BORA;346;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;8,54;400000001;1;
22616;;TANDEM KSV 900;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;2918,7;400000001;1;
22618;4002400;TOPE CORONA;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;3,09;400000001;1;
22619;8504180;KIT ACCESORIOS;340;ACCESORIOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;93,45;400000001;1;
22648;4122936;4122936 ELECTROVALVULA 24V 17607-61;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;46,86;400000001;1;
22650;4109490;CUERPO COMPL.MAQUINA;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;55,24;400000001;1;
22655;4125271;LABIO SUJECCION POSTERIOR;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;43,02;400000001;1;
22659;4117500;CUERPO VALVULA;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;143,82;400000001;1;
22661;4127190;4127190 17609-18 ELECTROVALVULA 24V;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;26,35;400000001;1;
22687;4126535;RETEN;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0,53;400000001;1;
22688;4026220;ARANDELA DE SEGURIDAD;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0,41;400000001;1;
22701;7514886;BOLSA PAPEL DOBLE FILTRO (1PAQ.X10U.);343;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;12,75;400000001;1;
22717;4043900;TOPE S.2;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22723;4114580;GOMA RANURADA;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;33,83;400000001;1;
22724;4114590;GOMA SECADO;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;20,05;400000001;1;
22734;7501260;"""""""TASKI 3M DISCO 17"""""""" 43cm AZUL (5U)""""""";272;DISCOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22754;4018630;ARANDELA COBRE;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22766;4127922;VALVULA MAGNET 220-240V;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22767;4099620;VALVULA;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22771;4108350;TAPA DE PLASTICO;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22772;4121580;MUELLE 1/13X24;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22773;4109790;SOPORTE PLASTICO;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22775;4122528;LABIO FRONTAL;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;23,47;400000001;1;
22777;4122833;MOTOR CEPILLOS 24 V;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22778;4122571;JUNTA;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;47,01;400000001;1;
22779;4108230;INTERRUPTOR 12 A;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22780;4122529;LABIO DE SECADO;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22781;4123631;MUELLE 2/12X54,8;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22782;4122607;FUSIBLE;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22784;4123022;CEPILLO LATERAL;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;65,1;400000001;1;
22785;4123018;CEPILLO CENTRAL;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;155,88;400000001;1;
22786;412080;FILTRO LAVABLE;339;REPUESTOS MAQUINARIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;228,38;400000001;1;
22787;4123132;MOTOR ASPIRACION 24 V;351;RECAMBIOS Y ACCESORIOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22789;4122791;SOPORTE;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22790;4017290;TUBO RECOGIDA PRODUCTOS PARA TASKI OMNI;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;3,27;400000001;1;
22791;4126257;4679/122 TURBINA MOTOR 230,240V/50,60HZ;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22792;5959691;"""""""TASKI AMERICO PAD 17"""""""" (43CM) MARRON""""""";;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;31,34;400000001;1;
22793;5960115;"""""""TASKI AMERICO PADS 21"""""""" 53 CM BLANCO 1PC""""""";;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;44,1;400000001;1;
22794;5960078;"""""""TASKI AMERICO PADS 17"""""""" (43CM) BLANCO 1PC""""""";;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;31,34;400000001;1;
22795;4127312;RACORD REGULADOR CAUDAL ECO;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;26,73;400000001;1;
22796;4075280;TAPA 17560-00;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;3,34;400000001;1;
22797;7523069;"""""""TASKI AMERICO PAD 21"""""""" (53CM) MARRON 1PC""""""";;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
22798;4122536;LABIO DE SECADO 1200-36;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;38;400000001;1;
22799;4122535;GOMA DE ASPIRACION FRONTAL 12200-35;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;29,03;400000001;1;
22801;4122530;RUEDA PARA TASKI ERGODIS 165;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;20,26;400000001;1;
22802;4130411;SET FILTRO 17421-98;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;10,4;400000001;1;
23123;7519289;"""""""TASKI TWISTER PAD 13"""""""" BLUE 2PC W1""""""";;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;80,85;400000001;1;
23128;5871015;"""""""5871015 TASKI TWISTER PAD 14"""""""" RED 2PC W1""""""";;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;78,38;400000001;1;
23154;5871031;"""""""5871031 TASKI TWISTER PAD 18"""""""" GREEN 2PC W1""""""";;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;80,55;400000001;1;
23158;5871035;"""""""5871035 TASKI TWISTER PAD 20"""""""" WHITE 2PC W1""""""";;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;88,29;400000001;1;
88093;;ZENOX MULTIUSOS COCINAS (2Ux5L);187;OTROS QUIMICOS COCINAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;18,84;400000001;1;
900010;7520059;7520059 TASKI SPRINT 200 PUR-ECO QS (2,5L);216;SISTEMA QUATTRO SELECT;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;41;400000001;1;C:\SALIDA\img\900010.jpg
900011;7517828;7517828 TASKI JONTEC 300 PUR-ECO QS (2,5L);216;SISTEMA QUATTRO SELECT;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;38,77;400000001;1;C:\SALIDA\img\900011.jpg
900013;7519075;7519075 ROOM CARE R9.1-PLUS (1,5L);214;GAMA ROOM CARE;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;43,645;400000001;1;C:\SALIDA\img\900013.jpg
900014;100860440;SOFT CARE DES E Spray H5 (5L);237;LINEA SOFT CARE LINE;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;32,515;400000001;1;
900018;7518447;TASKI JM Ultra Damp Mop Blue 40cm (U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;12,809;400000001;1;
900019;7518448;7518448 TASKI JM Ultra Damp Blue 60cm (U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;15,817;400000001;1;
900020;7518443;TASKI JM Ultra Dry Mop 40cm (U) VERDE;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;21,564;400000001;1;
900021;7518444;TASKI JM Ultra Dry Mop 60cm (U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;9,5455;400000001;1;
900048;7512673;TASKI JONTEC CERAMICA S&MW 5L;194;LIMPIADORES MANTENEDORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;19,36;400000001;1;C:\SALIDA\img\900048.JPG
900052;7516995;TASKI SPRINT MULTIUSOS (0,75L) B,E,NL,P;208;MULTIUSOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;5,11;400000001;1;C:\SALIDA\img\900052.jpg
900055;;ZENOX MULTIUSOS COCINA (5L);187;OTROS QUIMICOS COCINAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;9,42;400000001;1;
900056;100858574;CIF PROF. STAINLESS STEEL & GLASS (0.75L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;3,28;400000001;1;
900058;7516997;TASKI SPRINT MULTIUSOS (5L);208;MULTIUSOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;19,57;400000001;1;C:\SALIDA\img\900058.JPG
900059;7512991;TASKI ALCONET (UNIDAD 5L.);194;LIMPIADORES MANTENEDORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;19,1;400000001;1;
900104;;TASKI SPRINT IMPACT (UNIDAD5L);208;MULTIUSOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;14,48;400000001;1;C:\SALIDA\img\900104.JPG
900108;7513844;TASKI SPRINT MAGNUM (UNIDAD 5 L);258;LIMPIADORES AMBIENTADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;13,055;400000001;1;C:\SALIDA\img\900108.JPG
900113;7517906;CIF PROF. WINDOW & MULTI SURFACE(750ML);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;3,31;400000001;1;
900114;7517856;CIF PROF 2 EN 1 CLEANER DISINFECTANTE (5L);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;16,2;400000001;1;
900115;7516990;GOOD SENSE PIN (UNIDAD 5L.);258;LIMPIADORES AMBIENTADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;25,42;400000001;1;C:\SALIDA\img\900115.jpg
900116;7517831;CIF PROF. WASHROOM 2 IN 1 (5L);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;10,57;400000001;1;
900117;1204321;KIT BOT RELLEN 300ML R2 (1BOT+1PULV);280;BOTELLAS Y PULVERIZADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;11,58;400000001;1;
900125;7513507;GOOD SENSE POWER (UNIDAD 1L.);255;AMBIENTADORES LIQUIDOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;16,55;400000001;1;C:\SALIDA\img\900125.JPG
900140;7513947;SUMA GLASS PROTECT L44 (UNIDAD 5L.);175;LAVADO AUTOMATICO;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;27,595;400000001;1;
900145;7513329;PROTECT 5L;195;IMPREGNADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;107,57;400000001;1;
900150;7512677;JONTEC MAGICMOP 500ML;194;LIMPIADORES MANTENEDORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;5,202;400000001;1;C:\SALIDA\img\900150.jpg
900151;7518680;DI SPRINT LIMPIADOR CLORADO (UNIDAD);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;2,37;400000001;1;C:\SALIDA\img\900151.JPG
900155;7521719;SPRINT H-100 (UNIDAD 5L.);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;14,6;400000001;1;C:\SALIDA\img\900155.JPG
900157;7513198;TASKI JONTEC TECHNIQUE W782 5L;195;IMPREGNADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;44,29;400000001;1;C:\SALIDA\img\900157.png
900166;7512694;TASKI JONTEC ETERNUM (5L);196;CERAS Y EMULSIONES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;47,21;400000001;1;C:\SALIDA\img\900166.png
